datetime,open,high,low,close,volume,turnover,open_interest
2023-10-09 14:45:00,5658.13,5661.76,5655.26,5658.13,17303,1469572275.00,887326
2023-10-09 15:00:00,5664.45,5665.04,5658.13,5664.45,21193,1800847920.00,886602
2023-10-09 21:15:00,5657.94,5665.89,5647.50,5657.94,71300,6050656860.00,897423
2023-10-09 21:30:00,5650.20,5660.06,5647.37,5650.20,32762,2778293295.00,902357
2023-10-09 21:45:00,5656.88,5657.79,5648.75,5656.88,36599,3105480090.00,904479
2023-10-09 22:00:00,5644.31,5656.88,5641.50,5644.31,32220,2732040465.00,907432
2023-10-09 22:15:00,5651.79,5651.79,5644.31,5651.79,20310,1722066150.00,908511
2023-10-09 22:30:00,5665.92,5671.00,5649.97,5665.92,32204,2735161260.00,909555
2023-10-09 22:45:00,5673.38,5677.99,5665.92,5673.38,23471,1997320305.00,910551
2023-10-09 23:00:00,5673.45,5675.90,5666.86,5673.45,16801,1429444140.00,912416
2023-10-09 23:15:00,5685.04,5685.92,5669.33,5685.04,28672,2441294175.00,916111
2023-10-09 23:30:00,5682.69,5685.95,5678.38,5682.69,21866,1863741705.00,918180
2023-10-09 23:45:00,5682.07,5685.12,5680.36,5682.07,8674,739335525.00,918722
2023-10-10 00:00:00,5679.40,5683.63,5678.96,5679.40,7037,599644215.00,918705
2023-10-10 00:15:00,5672.91,5681.65,5672.31,5672.91,13725,1168356210.00,919142
2023-10-10 00:30:00,5673.54,5677.83,5671.65,5673.54,9353,796045065.00,919944
2023-10-10 00:45:00,5675.05,5675.91,5672.37,5675.05,5721,487203735.00,919953
2023-10-10 01:00:00,5673.88,5675.91,5673.27,5673.88,3379,287737020.00,920138
2023-10-10 01:15:00,5676.24,5677.70,5673.24,5676.24,3534,300842790.00,919748
2023-10-10 01:30:00,5676.66,5679.68,5675.30,5676.66,4758,405288300.00,919441
2023-10-10 01:45:00,5687.87,5688.76,5677.26,5687.87,11595,988535880.00,917408
2023-10-10 02:00:00,5685.20,5688.72,5684.10,5685.20,4454,379924995.00,917267
2023-10-10 02:15:00,5686.78,5687.66,5684.74,5686.78,3728,318137430.00,917111
2023-10-10 02:30:00,5688.90,5689.91,5686.17,5688.90,6682,570334755.00,915743
2023-10-10 09:15:00,5696.45,5710.50,5691.92,5696.45,60418,5168027055.00,919830
