datetime,open,high,low,close,volume,turnover,open_interest
2019-12-13 00:00:00,1630.78,1639.69,1625.70,1630.78,133778,4366771880.00,0
2019-12-16 00:00:00,1633.38,1659.43,1627.08,1633.38,282778,9287553480.00,7312
2019-12-17 00:00:00,1624.72,1637.64,1613.51,1624.72,227848,7393358680.00,7634
2019-12-18 00:00:00,1630.24,1651.84,1624.16,1630.24,198774,6505099960.00,7790
2019-12-19 00:00:00,1628.54,1642.84,1625.64,1628.54,132970,4343726960.00,7964
2019-12-20 00:00:00,1614.18,1631.21,1613.99,1614.18,136266,4416040560.00,8056
2019-12-23 00:00:00,1604.25,1618.55,1599.60,1604.25,114766,3687461760.00,8406
2019-12-24 00:00:00,1607.68,1616.31,1603.31,1607.68,63424,2039389200.00,8462
2019-12-25 00:00:00,1606.90,1613.25,1602.90,1606.90,58830,1888023920.00,8602
2019-12-26 00:00:00,1612.41,1620.31,1605.86,1612.41,59816,1930519640.00,11628
2019-12-27 00:00:00,1613.37,1633.50,1612.18,1613.37,104444,3383677280.00,10176
2019-12-30 00:00:00,1638.77,1640.22,1613.64,1638.77,80852,2626104440.00,12090
2019-12-31 00:00:00,1640.29,1649.28,1636.01,1640.29,83172,2724229120.00,12094
2020-01-02 00:00:00,1633.17,1648.48,1628.64,1633.17,27700,905247620.00,6071
2020-01-03 00:00:00,1638.13,1641.81,1629.31,1638.13,24010,782251420.00,6208
2020-01-06 00:00:00,1646.03,1654.25,1637.92,1646.03,43054,1411947920.00,5250
2020-01-07 00:00:00,1634.63,1646.87,1631.27,1634.63,19805,646598500.00,4843
2020-01-08 00:00:00,1637.53,1644.32,1632.08,1637.53,20954,684560320.00,5232
2020-01-09 00:00:00,1638.74,1642.24,1628.63,1638.74,28655,934947380.00,4725
2020-01-10 00:00:00,1664.09,1679.99,1639.65,1664.09,175497,5831684320.00,5170
2020-01-13 00:00:00,1657.40,1665.26,1650.77,1657.40,31015,1026391620.00,5228
2020-01-14 00:00:00,1658.00,1664.72,1653.42,1658.00,24327,804685640.00,5209
2020-01-15 00:00:00,1668.66,1694.22,1657.27,1668.66,132712,4447698840.00,5274
2020-01-16 00:00:00,1671.04,1682.01,1668.40,1671.04,34791,1163019500.00,5255
2020-01-17 00:00:00,1680.60,1687.42,1670.81,1680.60,40778,1368764220.00,5249
2020-01-20 00:00:00,1670.43,1682.27,1661.16,1670.43,32403,1080731760.00,4992
2020-01-21 00:00:00,1659.27,1677.24,1659.02,1659.27,18038,600112580.00,4924
2020-01-22 00:00:00,1646.40,1661.02,1636.03,1646.40,35079,1151975860.00,4613
2020-01-23 00:00:00,1620.23,1654.51,1599.35,1620.23,25460,826971940.00,4326
2020-02-03 00:00:00,1526.68,1551.66,1516.14,1526.68,31802,969873360.00,3763
2020-02-04 00:00:00,1567.94,1568.61,1536.24,1567.94,20640,640710180.00,3732
2020-02-05 00:00:00,1567.52,1575.46,1558.91,1567.52,19435,606499800.00,3784
2020-02-06 00:00:00,1580.82,1583.37,1567.20,1580.82,14486,454694020.00,3520
2020-02-07 00:00:00,1581.14,1600.60,1579.09,1581.14,11384,359678420.00,3951
2020-02-10 00:00:00,1577.25,1584.62,1571.20,1577.25,7282,229158600.00,3876
2020-02-11 00:00:00,1587.44,1588.58,1573.81,1587.44,10330,325478840.00,4272
2020-02-12 00:00:00,1586.33,1594.83,1580.59,1586.33,9803,310447660.00,4111
2020-02-13 00:00:00,1589.47,1594.56,1582.08,1589.47,8725,276286080.00,4120
2020-02-14 00:00:00,1586.97,1591.09,1581.24,1586.97,5951,188020020.00,4234
2020-02-17 00:00:00,1595.75,1597.39,1586.26,1595.75,7796,247157760.00,4625
2020-02-18 00:00:00,1594.01,1599.05,1591.36,1594.01,5369,170494460.00,4675
2020-02-19 00:00:00,1598.07,1600.51,1593.68,1598.07,4623,146822240.00,4666
2020-02-20 00:00:00,1597.25,1601.12,1582.59,1597.25,13678,433888920.00,5143
2020-02-21 00:00:00,1591.06,1598.80,1583.67,1591.06,16195,511572300.00,4731
2020-02-24 00:00:00,1598.53,1601.59,1580.43,1598.53,16837,532220060.00,4957
2020-02-25 00:00:00,1616.77,1639.39,1595.79,1616.77,57150,1846373260.00,5456
2020-02-26 00:00:00,1593.51,1616.98,1590.71,1593.51,26167,835020780.00,5105
2020-02-27 00:00:00,1589.25,1597.30,1583.18,1589.25,15064,475193060.00,5405
2020-02-28 00:00:00,1578.92,1588.71,1559.34,1578.92,16675,522562120.00,5710
2020-03-02 00:00:00,1598.73,1604.00,1576.66,1598.73,15833,502167820.00,5683
2020-03-03 00:00:00,1585.30,1610.31,1583.36,1585.30,18411,583136340.00,5201
2020-03-04 00:00:00,1587.00,1592.57,1582.65,1587.00,6829,215383680.00,5536
2020-03-05 00:00:00,1571.33,1587.92,1566.32,1571.33,23537,736451680.00,5218
2020-03-06 00:00:00,1565.34,1570.35,1557.86,1565.34,15686,487470640.00,4831
2020-03-09 00:00:00,1539.33,1548.45,1517.07,1539.33,30337,926952960.00,6258
2020-03-10 00:00:00,1554.78,1562.30,1544.23,1554.78,13602,420131340.00,6344
2020-03-11 00:00:00,1557.68,1578.81,1551.19,1557.68,18569,575855600.00,5001
2020-03-12 00:00:00,1540.76,1556.62,1539.44,1540.76,11529,353415100.00,6213
2020-03-13 00:00:00,1535.81,1545.77,1531.34,1535.81,14470,442414860.00,5671
2020-03-16 00:00:00,1524.98,1544.26,1524.98,1524.98,14561,444986680.00,7105
2020-03-17 00:00:00,1504.34,1524.09,1503.29,1504.34,20134,604167600.00,7721
2020-03-18 00:00:00,1487.52,1515.96,1486.93,1487.52,21884,648360400.00,7771
2020-03-19 00:00:00,1460.94,1491.70,1442.19,1460.94,32861,950675040.00,7524
2020-03-20 00:00:00,1471.38,1482.70,1460.67,1471.38,12224,356800600.00,6797
2020-03-23 00:00:00,1450.45,1459.51,1438.29,1450.45,18734,538047260.00,7012
2020-03-24 00:00:00,1449.11,1457.68,1435.35,1449.11,12644,363488580.00,6111
2020-03-25 00:00:00,1443.68,1457.55,1441.31,1443.68,9360,268169240.00,6155
2020-03-26 00:00:00,1423.31,1439.87,1419.01,1423.31,18639,523942280.00,5069
