datetime,open,high,low,close,volume,turnover,open_interest
2019-09-10 00:00:00,1333.72,1340.42,1330.68,1333.72,67494,5409847140.00,3866
2019-09-11 00:00:00,1345.45,1355.97,1331.50,1345.45,121102,9792088980.00,3872
2019-09-12 00:00:00,1353.41,1356.00,1344.06,1353.41,89520,7270784040.00,4044
2019-09-16 00:00:00,1353.77,1359.66,1343.34,1353.77,79644,6460000440.00,4470
2019-09-17 00:00:00,1341.02,1352.40,1338.39,1341.02,85428,6899467740.00,4982
2019-09-18 00:00:00,1329.01,1343.06,1326.64,1329.01,109350,8764610940.00,5250
2019-09-19 00:00:00,1313.60,1329.97,1313.60,1313.60,118990,9473433180.00,5536
2019-09-20 00:00:00,1289.79,1323.96,1279.40,1289.79,252558,19672809540.00,6014
2019-09-23 00:00:00,1293.64,1300.37,1280.00,1293.64,181774,14089571400.00,6502
2019-09-24 00:00:00,1240.30,1293.80,1238.22,1240.30,295156,22425390480.00,7288
2019-09-25 00:00:00,1250.87,1253.94,1226.87,1250.87,255128,19073349600.00,7568
2019-09-26 00:00:00,1247.31,1262.00,1236.74,1247.31,215562,16216815060.00,10256
2019-09-27 00:00:00,1230.47,1249.14,1228.13,1230.47,171920,12798020880.00,11530
2019-09-30 00:00:00,1238.52,1257.84,1217.09,1238.52,220866,16451640600.00,13382
2019-10-08 00:00:00,1254.06,1270.44,1245.29,1254.06,142414,10753635840.00,14274
2019-10-09 00:00:00,1243.75,1260.93,1230.82,1243.75,190252,14273323080.00,15710
2019-10-10 00:00:00,1246.75,1248.98,1237.00,1246.75,112902,8450779380.00,17000
2019-10-11 00:00:00,1242.94,1248.48,1232.33,1242.94,122342,9142325220.00,19198
2019-10-14 00:00:00,1226.82,1250.70,1226.37,1226.82,159044,11881192080.00,21010
2019-10-15 00:00:00,1234.87,1238.46,1217.44,1234.87,202714,14964730680.00,24032
2019-10-16 00:00:00,1210.48,1233.41,1198.67,1210.48,204756,15037918980.00,26624
2019-10-17 00:00:00,1229.56,1230.82,1210.78,1229.56,166242,12231304440.00,27286
2019-10-18 00:00:00,1233.52,1239.21,1216.03,1233.52,198082,14614090320.00,28330
2019-10-21 00:00:00,1229.91,1238.55,1224.37,1229.91,120006,8890988040.00,30898
2019-10-22 00:00:00,1232.88,1234.87,1226.09,1232.88,97166,7204870140.00,32376
2019-10-23 00:00:00,1244.83,1253.90,1229.23,1244.83,167370,12543658020.00,31650
2019-10-24 00:00:00,1248.82,1250.53,1241.71,1248.82,110270,8282444520.00,33164
2019-10-25 00:00:00,1249.21,1254.97,1244.36,1249.21,109360,8233881840.00,33726
2019-10-28 00:00:00,1239.88,1261.03,1236.27,1239.88,178820,13483231080.00,43158
2019-10-29 00:00:00,1250.22,1255.58,1240.10,1250.22,127138,9577666920.00,44888
2019-10-30 00:00:00,1250.28,1255.54,1240.87,1250.28,130148,9793431180.00,47680
2019-10-31 00:00:00,1225.16,1250.89,1223.35,1225.16,195794,14573001720.00,47140
2019-11-01 00:00:00,1225.98,1233.39,1218.46,1225.98,171886,12707711040.00,53284
2019-11-04 00:00:00,1212.63,1224.51,1200.92,1212.63,257634,18783549360.00,58296
2019-11-05 00:00:00,1233.88,1235.30,1208.86,1233.88,230792,17014045140.00,60094
2019-11-06 00:00:00,1219.23,1235.36,1217.49,1219.23,188940,14001202500.00,56936
2019-11-07 00:00:00,1223.76,1228.24,1215.03,1223.76,130366,9644712600.00,57394
2019-11-08 00:00:00,1224.35,1228.09,1211.82,1224.35,180668,13333405380.00,57258
2019-11-11 00:00:00,1210.28,1225.09,1207.56,1210.28,227868,16734718320.00,56636
2019-11-12 00:00:00,1214.06,1219.67,1207.20,1214.06,159288,11696849280.00,59000
2019-11-13 00:00:00,1211.18,1213.28,1194.55,1211.18,256324,18701349660.00,60384
2019-11-14 00:00:00,1221.11,1226.52,1208.43,1221.11,186390,13734123540.00,59662
2019-11-15 00:00:00,1210.25,1220.69,1209.60,1210.25,132098,9730415580.00,59158
2019-11-18 00:00:00,1209.36,1217.88,1196.67,1209.36,198648,14534122680.00,61020
2019-11-19 00:00:00,1236.17,1240.86,1212.70,1236.17,292676,21782300640.00,62286
2019-11-20 00:00:00,1244.15,1245.94,1234.15,1244.15,177404,13324983000.00,64898
2019-11-21 00:00:00,1238.17,1245.80,1232.37,1238.17,129484,9721753860.00,63568
2019-11-22 00:00:00,1230.49,1239.18,1226.53,1230.49,142134,10601966460.00,62336
2019-11-25 00:00:00,1243.03,1257.87,1227.24,1243.03,270098,20198862420.00,63128
2019-11-26 00:00:00,1215.38,1243.32,1211.28,1215.38,251076,18551547900.00,65728
2019-11-27 00:00:00,1213.79,1220.76,1208.24,1213.79,146366,10733683800.00,68200
2019-11-28 00:00:00,1204.31,1213.47,1202.81,1204.31,143860,10435481160.00,70970
2019-11-29 00:00:00,1207.70,1212.79,1202.00,1207.70,136802,9911860620.00,72202
2019-12-02 00:00:00,1216.80,1218.79,1201.69,1216.80,145032,10591137240.00,76696
2019-12-03 00:00:00,1215.89,1220.21,1214.07,1215.89,92190,6783510420.00,78346
2019-12-04 00:00:00,1207.90,1221.20,1206.30,1207.90,134460,9885393600.00,81490
2019-12-05 00:00:00,1211.90,1213.79,1207.18,1211.90,89254,6534172560.00,82178
2019-12-06 00:00:00,1213.55,1214.93,1208.12,1213.55,90148,6603171240.00,84846
2019-12-09 00:00:00,1220.18,1229.47,1212.53,1220.18,182604,13478398860.00,87972
2019-12-10 00:00:00,1219.01,1223.96,1217.08,1219.01,96666,7111364400.00,86750
2019-12-11 00:00:00,1211.06,1222.53,1207.48,1211.06,114914,8458066380.00,93578
2019-12-12 00:00:00,1206.08,1212.20,1200.15,1206.08,138210,10074647700.00,99348
2019-12-13 00:00:00,1202.92,1205.54,1198.07,1202.92,80434,5843574600.00,105474
2019-12-16 00:00:00,1209.44,1212.28,1198.73,1209.44,135130,9885838320.00,109890
2019-12-17 00:00:00,1208.33,1212.34,1204.13,1208.33,96440,7021882500.00,111100
2019-12-18 00:00:00,1207.64,1209.09,1200.10,1207.64,94684,6880726080.00,112628
2019-12-19 00:00:00,1207.21,1221.66,1205.83,1207.21,234802,17100895440.00,110874
2019-12-20 00:00:00,1202.20,1205.97,1199.41,1202.20,134562,9682451100.00,111430
2019-12-23 00:00:00,1187.74,1203.39,1186.26,1187.74,154926,11078535840.00,118052
2019-12-24 00:00:00,1161.73,1183.20,1159.49,1161.73,188838,13156176000.00,138300
2019-12-25 00:00:00,1160.87,1163.91,1157.93,1160.87,92618,6430773960.00,154500
2019-12-26 00:00:00,1152.19,1159.63,1148.17,1152.19,129032,8877661560.00,158092
2019-12-27 00:00:00,1154.18,1158.01,1150.17,1154.18,131124,9036991500.00,157334
2019-12-30 00:00:00,1159.97,1163.68,1150.21,1159.97,117638,8152852560.00,162382
2019-12-31 00:00:00,1168.82,1178.76,1159.41,1168.82,149748,10502273100.00,163076
2020-01-02 00:00:00,1178.02,1181.49,1164.47,1178.02,63888,4504243260.00,81343
